XP_031567680.1	UPI0012B5706C
XP_029209141.1	UPI0010FC8E07
XP_028517939.1	UPI00109B980E
XP_030842330.1	UPI001238C936
XP_022111650.1	UPI000B90BB7B
XP_030849609.1	UPI00123A4EEF
XP_022111224.1	UPI000B90B0A8
XP_028390984.1	UPI00106D818B
XP_015775158.1	UPI00077AEB5A
XP_015776926.1	UPI00077ADA14
XP_029188282.1	UPI0010FC68A8
XP_021353655.1	UPI000B45D096
XP_022792111.1	UPI000C017348
XP_020610626.1	UPI0009E38AEE
XP_022807976.1	UPI000C03C370
XP_027056604.1	UPI000F557313
XP_022787848.1	UPI000C0398E2
XP_025084206.1	UPI000D7284FF
XP_022783791.1	UPI000C019A1E
XP_027048043.1	UPI000F55676E
XP_015757928.1	UPI00077A10F5
XP_027055365.1	UPI000F553B79
XP_029205873.1	UPI0010FCB0E4
XP_020916874.1	UPI000A2A7982
XP_029206896.1	UPI0010FCA24A
XP_029208774.1	UPI0010FC8DCA
XP_029186228.1	UPI0010FCC2DA
XP_029199056.1	UPI0010FCDB58
XP_031569911.1	UPI0012B66EFE
XP_027060431.1	UPI000F3AAF83
XP_029208284.1	UPI0010FC9326
XP_027039020.1	UPI000F54C6C4
XP_022807783.1	UPI000C01AC97
XP_029209300.1	UPI0010FC71F0
XP_015758142.1	UPI00077B241E
XP_020605054.1	UPI0009E62BE9
XP_029183989.1	UPI0010FC8A5E
XP_015758166.1	UPI00077A0E68
XP_015758104.1	UPI00077A992C
XP_033914063.1	UPI00145BB8FC
XP_027036210.1	UPI000F550F3A
XP_029202589.1	UPI0010FCBEFC
XP_029199559.1	UPI0010FCAC83
XP_015771299.1	UPI00077AB1A2
XP_029208375.1	UPI0010FC887C
XP_015777210.1	UPI00077A1A1F
XP_031559079.1	UPI0012B5A91A
XP_029211723.1	UPI0010FC6E35
XP_015776115.1	UPI00077B23C8
XP_022097261.1	UPI000B911899
XP_022801333.1	UPI000C04A468
XP_028410542.1	UPI00106B9A35
XP_022107496.1	UPI000B90E246
XP_029206703.1	UPI0010FC892F
XP_029209275.1	UPI0010FC6A2A
XP_014737486.1	UPI000719F23B
XP_022184878.1	UPI000B98C1F8
XP_028412943.1	UPI001069D942
XP_031571436.1	UPI0012B52775
XP_022808044.1	UPI000C041957
XP_027055591.1	UPI000F401F88
XP_032228270.1	UPI0013906617
XP_027038881.1	UPI000F54E9DE
XP_029189854.1	UPI0010FCBAC5
XP_029189846.1	UPI0010FCD149
XP_015758345.1	UPI00077A810C
XP_020628167.1	UPI0009E55D21
XP_015766362.1	UPI00077A0219
XP_029190064.1	UPI0010FCBCE8
XP_028415793.1	UPI00106C27BC
XP_028416395.1	UPI00106C2230
XP_015758460.1	UPI00077B1438
XP_015770354.1	UPI00077A749F
XP_015748006.1	UPI00077AEB21
XP_031563659.1	UPI0012B569D6
XP_029210146.1	UPI0010FCA95A
XP_020901121.1	UPI000A2A6E35
XP_020610540.1	UPI0009E2C548
XP_032240072.1	UPI0013903A38
XP_022790915.1	UPI000C04D289
XP_033980437.1	UPI00146F32F8
XP_031155801.1	UPI00125D1F8A
XP_029204003.1	UPI0010FCA3F8
XP_029197427.1	UPI0010FCA269
XP_015757229.1	UPI00077A0813
XP_032550578.1	UPI0013CEBBD5
XP_031560769.1	UPI0012B6055A
XP_029197930.1	UPI0010FCD111
XP_029209574.1	UPI0010FC9DCB
XP_020610240.1	UPI0009E4D290
XP_022808232.1	UPI000C03D275
XP_020609126.1	UPI0009E448A3
XP_020626984.1	UPI0009E4DFAE
XP_001634972.2	UPI0013904D6B
XP_027056430.1	UPI000F55210A
XP_031565304.1	UPI0012B5AB84
XP_022789019.1	UPI000C044EFA
XP_020616325.1	UPI0009E40F07
XP_017689863.1	UPI000819C239
XP_022807817.1	UPI000C042F21
XP_020625357.1	UPI0009E4B6B9
XP_022787678.1	UPI000C038E87
XP_032238503.1	UPI00138FE70B
XP_022781536.1	UPI000C00E8B4
XP_022790064.1	UPI000C01A1E9
XP_029204053.1	UPI0010FC7FCB
XP_015758755.1	UPI00077AFFF0
XP_031555133.1	UPI0012B5B8B1
XP_020622156.1	UPI0009E1E0BD
XP_015756993.1	UPI00077A319C
XP_032224534.1	UPI0013901E56
XP_029182983.1	UPI0010FC8058
XP_027054161.1	UPI000F555364
XP_027045344.1	UPI000F55620A
XP_015758777.1	UPI00077AF56F
XP_022792351.1	UPI000C03F8E4
XP_022108925.1	UPI000B90B69C
XP_015758831.1	UPI00077A7D29
XP_020618785.1	UPI0009E33428
XP_031548880.1	UPI0012B51291
XP_029198792.1	UPI0010FCD800
XP_027036102.1	UPI000F556BE2
XP_020893512.1	UPI000A2A5244
XP_028412038.1	UPI0010693F97
XP_027051115.1	UPI000F558F9D
XP_015758997.1	UPI00077A9BC1
XP_015759009.1	UPI00077AC1D5
XP_020607479.1	UPI0009E569F1
XP_022795578.1	UPI000C002D66
XP_015759028.1	UPI00077A8DC8
XP_033636517.1	UPI00145548F7
XP_015759038.1	UPI00077AE6C5
XP_022783038.1	UPI000C008D4C
XP_022783132.1	UPI000C04B81A
XP_031571367.1	UPI0012B53745
XP_022778961.1	UPI000C03D988
XP_029199271.1	UPI0010FCA307
XP_027040217.1	UPI000F3B3B50
XP_020612918.1	UPI0009E6361A
XP_009696055.1	UPI000520C465
XP_002159510.2	UPI0001925039
XP_022797763.1	UPI000C017DC9
XP_002730526.1	UPI0001CB9661
XP_010778323.1	UPI00054D838E
XP_032235383.1	UPI00138F9E2D
XP_019383300.1	UPI00092E6B28
XP_015759142.1	UPI00077ABFDD
XP_020842246.1	UPI000A287BD5
XP_027057147.1	UPI000F54FF13
XP_020625514.1	UPI0009E631AB
XP_032234943.1	UPI00138FB598
XP_028414721.1	UPI00106DBDA9
XP_003705991.1	UPI000258EE4E
XP_020914181.1	UPI000A2A721C
XP_012553681.1	UPI00064184A9
XP_032225701.1	UPI0013903B04
XP_015759180.1	UPI00077A79F2
XP_015762962.1	UPI00077A6F54
XP_029185022.1	UPI0010FC7842
XP_027035634.1	UPI000F557CC5
XP_029196647.1	UPI0010FCD3CD
XP_029190400.1	UPI0010FCD434
XP_029194189.1	UPI0010FCB5AE
XP_022806578.1	UPI000C051EDF
XP_032225978.1	UPI0013906D6A
XP_027046593.1	UPI000F551DB3
XP_027057856.1	UPI000F54C8E1
XP_022807416.1	UPI000C0428EB
XP_028405622.1	UPI00106C936E
XP_011670764.1	UPI0000E46BC9
XP_030829780.1	UPI00123A02CD
XP_015780845.1	UPI00077B205F
XP_015759319.1	UPI00077AAA03
XP_029194109.1	UPI0010FC6CEE
XP_020602666.1	UPI0009E5F524
XP_029210270.1	UPI0010FC865E
XP_020555459.2	UPI000CE1D25D
XP_015759327.1	UPI000779F66B
XP_029209871.1	UPI0010FC673C
XP_020893921.1	UPI000A2A46A3
XP_034316648.1	UPI00148A2164
XP_029209340.1	UPI0010FCB9E0
XP_027049968.1	UPI000F3D5B98
XP_015779583.1	UPI00077A7F9D
XP_015779120.1	UPI000779F532
XP_033758045.1	UPI001458D177
XP_015759406.1	UPI00077ABBB1
XP_029181673.1	UPI0010FCCE39
XP_030834780.1	UPI00123BCB86
XP_028417598.1	UPI00106CF5C9
XP_028412574.1	UPI00106A560D
XP_029194953.1	UPI0010FC9E49
XP_015759422.1	UPI00077A7B4F
XP_022807605.1	UPI000C0116BE
XP_019647373.1	UPI0009480359
XP_029180082.1	UPI0010FC709F
XP_029206827.1	UPI0010FCD378
XP_020600905.1	UPI0009E5CA45
XP_033492105.1	UPI00144517F9
XP_029191545.1	UPI0010FC67B1
XP_033098395.1	UPI0014258997
XP_029191607.1	UPI0010FC9E11
XP_027039006.1	UPI000F555765
XP_015765102.1	UPI00077AF521
XP_019361699.1	UPI00092FCCB7
XP_033103474.1	UPI0014258EA9
XP_020626983.1	UPI0009E4AEFB
XP_029200637.1	UPI0010FC8737
XP_029213018.1	UPI0010FC9311
XP_020613108.1	UPI0009E3CDA9
XP_022803359.1	UPI000C055E97
XP_027040397.1	UPI000F551BD8
XP_015759673.1	UPI00077A2DBA
XP_020624629.1	UPI0009E3FF93
XP_019864433.1	UPI00096AE58D
XP_020602303.1	UPI0009E592C2
XP_015759740.1	UPI00077A13A3
XP_022796287.1	UPI000C011DF6
XP_015759748.1	UPI00077A2F46
XP_020615480.1	UPI0009E1F97A
XP_014226783.1	UPI0006C94150
XP_029202858.1	UPI0010FCAFCA
XP_029189116.1	UPI0010FC8262
XP_015777278.1	UPI00077A6FFC
XP_020601540.1	UPI0009E21A77
XP_029206487.1	UPI0010FCD040
XP_025760976.1	UPI000DF1B8EE
XP_015759804.1	UPI00077B1E08
XP_015767035.1	UPI00077B0A25
XP_027057892.1	UPI000F551C91
XP_020605688.1	UPI0009E34839
XP_031554247.1	UPI0012B5612F
XP_029179909.1	UPI0010FC9846
XP_022777834.1	UPI000C01102A
XP_015759919.1	UPI00077B034D
XP_029186598.1	UPI0010FCA3FC
XP_029208050.1	UPI0010FC7B32
XP_015753918.1	UPI00077A55BB
XP_031560189.1	UPI0012B59A90
XP_029214048.1	UPI0010FC8E4D
XP_020610109.1	UPI0009E59815
XP_029214009.1	UPI0010FC9308
XP_031573300.1	UPI0012B51D9E
XP_034331779.1	UPI00148A92F8
XP_019639147.1	UPI000947AC85
XP_015760021.1	UPI00077B0065
XP_033739648.1	UPI00145895CF
XP_033635878.1	UPI0014559E39
XP_026111838.1	UPI000E3FB217
XP_029189654.1	UPI0010FC8AC8
XP_020899237.1	UPI000A2A6806
XP_028415618.1	UPI00106BACBF
XP_028416828.1	UPI0010696668
XP_015760074.1	UPI00077A987A
XP_019858929.1	UPI00021A5FCD
XP_019639725.1	UPI0009480A01
XP_015772510.1	UPI00077AE3AF
XP_020618503.1	UPI0009E4F2C4
XP_015760043.1	UPI00077AD425
XP_028418315.1	UPI00106A2902
XP_029187806.1	UPI0010FCD484
XP_018496236.1	UPI0008708446
XP_022808742.1	UPI000C049F41
XP_029205741.1	UPI0010FC7A95
XP_015760125.1	UPI00077B032A
XP_015753424.1	UPI00077AA679
XP_022808474.1	UPI000C054BC2
XP_015753238.1	UPI00077A1AC3
XP_015780410.1	UPI000779F4C0
XP_031553692.1	UPI0012B53233
XP_028656675.1	UPI00109F637C
XP_015760157.1	UPI00077A8395
XP_027058555.1	UPI000F5509CE
XP_022778811.1	UPI000C03AA7F
XP_029209928.1	UPI0010FC8653
XP_020623151.1	UPI0009E222EA
XP_029211654.1	UPI0010FC6DEF
XP_027058992.1	UPI000F3CE5ED
XP_015776331.1	UPI00077A6F90
XP_032239443.1	UPI00138FA26E
XP_015770645.1	UPI00077B0B7E
XP_029213206.1	UPI0010FCBEBE
XP_022793441.1	UPI000C0132DE
XP_032224860.1	UPI001390169F
XP_022777513.1	UPI000C01E61A
XP_020909917.1	UPI000A2A9500
XP_029189352.1	UPI0010FC697E
XP_031574736.1	UPI0012B567DC
XP_029186045.1	UPI0010FCAC14
XP_020601645.1	UPI0009E1FEF1
XP_022789576.1	UPI000C04375F
XP_015760831.1	UPI00077ACC0F
XP_015760439.1	UPI00077A9D82
XP_029206823.1	UPI0010FC9386
XP_026095341.1	UPI000E401F9D
XP_026088881.1	UPI000E41F9F8
XP_020622911.1	UPI0009E52031
XP_022803984.1	UPI000C0575D3
XP_015780763.1	UPI00077AA906
XP_022332807.1	UPI000BAF3689
XP_015772066.1	UPI00077ACDC7
XP_028405227.1	UPI00106AD8EA
XP_033646755.1	UPI00145503CF
XP_029212685.1	UPI0010FCCD23
XP_015760492.1	UPI00077AFFD7
XP_015752673.1	UPI00077A073F
XP_029180182.1	UPI0010FC8760
XP_015752747.1	UPI00077AE01F
XP_033764354.1	UPI00145850F5
XP_028519133.1	UPI00109BB0B0
XP_031568312.1	UPI0012B51DAF
XP_015772106.1	UPI00077AC2B2
XP_018952830.1	UPI0008FA3528
XP_021377776.1	UPI000B45E681
XP_029182116.1	UPI0010FCBDEA
XP_015771011.1	UPI00077A0540
XP_020830509.1	UPI000A289004
XP_029201498.1	UPI0010FC88D5
XP_029201453.1	UPI0010FC68D6
XP_023232182.1	UPI000C6D5ABC
XP_020910137.1	UPI000A2A6524
XP_028513656.1	UPI00109BCD2B
XP_015760607.1	UPI00077A7D0A
XP_008590527.1	UPI0004D09E9F
XP_032233477.1	UPI00138FCBA6
XP_032235945.1	UPI00138FA4EE
XP_015778377.1	UPI00077AB573
XP_032240481.1	UPI00138FB114
XP_029969711.1	UPI0011769109
XP_015437202.1	UPI000767648A
XP_015760711.1	UPI00077AD8FD
XP_015760723.1	UPI00077A9101
XP_015763025.1	UPI00077AE4AE
XP_027222676.1	UPI000F679635
XP_015760756.1	UPI00077A8F9B
XP_015760798.1	UPI00077AD77A
XP_015760796.1	UPI00077B0E59
XP_022089302.1	UPI000B911182
XP_022794657.1	UPI000C054AB2
XP_033108435.1	UPI001425AFAF
XP_032823203.1	UPI0014031B8D
XP_029183295.1	UPI0010FCBD05
XP_015754701.1	UPI000779F3F5
XP_015750071.1	UPI00077AD0D6
XP_031566214.1	UPI0012B5EF46
XP_034313082.1	UPI00148A13E5
XP_025766741.1	UPI000DF2EB4D
XP_004206221.1	UPI0002B41E9F
XP_015750215.1	UPI00077A6B2B
XP_006816890.1	UPI0003F0E7B6
XP_022331919.1	UPI000BB0B15D
XP_022806782.1	UPI000C04F780
XP_022784286.1	UPI000C049549
XP_022784926.1	UPI000C0127E6
XP_020619609.1	UPI0009E42BBD
XP_020617650.1	UPI0009E60AE0
XP_022788746.1	UPI000C0494E3
XP_029184273.1	UPI0010FCAB16
XP_029180714.1	UPI0010FCBE96
XP_015917267.1	UPI00077FD31D
XP_032217767.1	UPI0013902E7B
XP_031571238.1	UPI0012B57F68
XP_020611233.1	UPI0009E2580E
XP_020622126.1	UPI0009E388E3
XP_020895038.1	UPI000A2A8E05
XP_031549114.1	UPI0012B660DE
XP_022786947.1	UPI000C00997C
XP_031559462.1	UPI0012B59A72
XP_031553286.1	UPI0012B63426
XP_022808048.1	UPI000C017D8D
XP_015452237.1	UPI00076884EC
XP_027047740.1	UPI000F553AEC
XP_015761089.1	UPI00077AFBF7
XP_020910104.1	UPI000A2A5751
XP_020602028.1	UPI0009E428A4
XP_029183946.1	UPI0010FC989C
XP_029184316.1	UPI0010FCA3BB
XP_001636084.2	UPI00138FCA39
XP_015761153.1	UPI00077A5EC9
XP_029189817.1	UPI0010FC8A03
XP_029183870.1	UPI0010FCCDA6
XP_015761143.1	UPI00077AEDBD
XP_020605943.1	UPI0009E20B36
XP_029212705.1	UPI0010FC9BA2
XP_029181954.1	UPI0010FC9BC7
XP_015760824.1	UPI00077AE710
XP_001622906.2	UPI00138FD2CB
XP_029181022.1	UPI0010FC7542
XP_030291332.1	UPI0011C0E368
XP_029210483.1	UPI0010FCC051
XP_015768045.1	UPI00077A44D7
XP_030202208.1	UPI0011B4FB03
XP_030840964.1	UPI00123854E1
XP_028411629.1	UPI00106D71E9
XP_032229033.1	UPI0013903E7E
XP_029202706.1	UPI0010FCA1A7
XP_022796049.1	UPI000C039B3F
XP_031571465.1	UPI0012B5F277
XP_020600860.1	UPI0009E439E8
XP_020630295.1	UPI0009E283ED
XP_029843555.1	UPI0011617CDC
XP_029203861.1	UPI0010FC953F
XP_015761359.1	UPI00077A792E
XP_032223762.1	UPI0013900769
XP_029192109.1	UPI0010FCBE02
XP_027047166.1	UPI000F3D2A28
XP_020611541.1	UPI0009E4B8CF
XP_015761416.1	UPI00077AFE18
XP_027036263.1	UPI000F557054
XP_015761380.1	UPI00077A1099
XP_029180811.1	UPI0010FCD5E3
XP_030834355.1	UPI00123940B0
XP_020606237.1	UPI0009E1BAC9
XP_015761464.1	UPI00077A90B1
XP_029210079.1	UPI0010FCBAAA
XP_029192964.1	UPI0010FCB2E6
XP_022779540.1	UPI000C00C132
XP_034738551.1	UPI00155F2DB3
XP_031556189.1	UPI0012B65D4D
XP_015761563.1	UPI00077B1B7D
XP_027045383.1	UPI000F54C6A3
XP_015776455.1	UPI00077AFF89
XP_020615056.1	UPI0009E5E594
XP_015761634.1	UPI00077B1B46
XP_033103518.1	UPI0014259C7B
XP_031557437.1	UPI0012B50DAE
XP_027036661.1	UPI000F3C1EE5
XP_032899562.1	UPI00140286F6
XP_028412563.1	UPI00106D729D
XP_015761778.1	UPI00077A91C3
XP_031558495.1	UPI0012B5413E
XP_029202971.1	UPI0010FC7084
XP_029205932.1	UPI0010FCA2AE
XP_027052703.1	UPI000F54E214
XP_020606732.1	UPI0009E2C860
XP_029210909.1	UPI0010FC7AE2
XP_015747179.1	UPI00077A0F16
XP_015761811.1	UPI00077A276E
XP_022799203.1	UPI000C04EB86
XP_002734893.1	UPI0001CBA503
XP_031554772.1	UPI0012B62EBF
XP_027047757.1	UPI000F3F5875
XP_015761890.1	UPI00077A7E69
XP_020905670.1	UPI000A2A632C
XP_027058857.1	UPI000F552CF8
XP_015761904.1	UPI00077A14E9
XP_015761880.1	UPI00077A0384
XP_020908075.1	UPI000A2A5C4E
XP_009986523.1	UPI0005236515
XP_020606857.1	UPI0009E56190
XP_027045687.1	UPI000F54E5BD
XP_020608329.1	UPI0009E2CBE8
XP_015769354.1	UPI00077A6EEA
XP_029203577.1	UPI0010FC840E
XP_030835334.1	UPI00123B1E98
XP_015762050.1	UPI00077B17AA
XP_032219255.1	UPI00139000EC
XP_020603887.1	UPI0009E44771
XP_018869435.2	UPI00029DB5B5
XP_032233619.1	UPI00138FFC77
XP_021340107.1	UPI000B45AC05
XP_028407822.1	UPI00106D305A
XP_029182160.1	UPI0010FCDB5A
XP_029920510.1	UPI001175D7FF
XP_034774229.1	UPI0015612E8E
XP_029824676.1	UPI00116186D9
XP_029211192.1	UPI0010FC6B8F
XP_022796662.1	UPI000C0107B4
XP_032240093.1	UPI00138FF930
XP_029210668.1	UPI0010FC6AE8
XP_029208350.1	UPI0010FCCF0E
XP_029181042.1	UPI0010FCAD3F
XP_015780524.1	UPI00077A168B
XP_015762186.1	UPI000779F986
XP_022798896.1	UPI000C014CC5
XP_030041927.1	UPI001185CED1
XP_020613519.1	UPI0009E40F31
XP_031568275.1	UPI0012B534F9
XP_029181193.1	UPI0010FCCC45
XP_015777660.1	UPI00077A27E7
XP_029190430.1	UPI0010FC73A4
XP_030839139.1	UPI00123A494C
XP_015776579.1	UPI00077B222A
XP_028398582.1	UPI00106B27BD
XP_029210572.1	UPI0010FC86AE
XP_010139683.1	UPI0005290EE3
XP_016376321.1	UPI0007B84FFE
XP_029197579.1	UPI0010FC725E
XP_015762356.1	UPI00077B18A1
XP_029193313.1	UPI0010FC8F34
XP_027052861.1	UPI000F5527AE
XP_022780324.1	UPI000C04DBA5
XP_020632915.1	UPI0009E24333
XP_028400589.1	UPI00106B3464
XP_015763733.1	UPI00077A2374
XP_027058064.1	UPI000F555615
XP_022781539.1	UPI000C01DDB0
XP_015762466.1	UPI00077B1324
XP_020561553.1	UPI0009D98C22
XP_015762411.1	UPI00077B224F
XP_029186479.1	UPI0010FC81E8
XP_027046355.1	UPI000F55230C
XP_029190688.1	UPI0010FC8ABB
XP_015762480.1	UPI00077B11CC
XP_020604427.1	UPI0009E5C125
XP_020623047.1	UPI0009E3C3CE
XP_029211435.1	UPI0010FC985F
XP_015762532.1	UPI00077A98BE
XP_028417385.1	UPI00106C7879
WP_138513518.1	UPI001107FEDE
XP_033733850.1	UPI0014587A91
XP_022794893.1	UPI000C03A96C
XP_032227723.1	UPI0013903C0C
XP_027049832.1	UPI000F55677D
XP_015762573.1	UPI00077A86E3
XP_029200919.1	UPI0010FCD918
XP_022789480.1	UPI000C03B9D1
XP_012992478.2	UPI0014773E11
XP_015763707.1	UPI00077A5946
XP_031556997.1	UPI0012B50B8E
XP_015753285.1	UPI00077A09F0
XP_029193877.1	UPI0010FCBBD5
XP_015762637.1	UPI00077A637C
XP_029180906.1	UPI0010FCBA60
XP_029197461.1	UPI0010FC7803
XP_020906139.1	UPI000A2A9E51
XP_020622987.1	UPI0009E25142
XP_015762690.1	UPI00077B102A
XP_015762686.1	UPI00077B2158
XP_031567128.1	UPI0012B51CCC
XP_030830840.1	UPI0012384E1D
XP_022806828.1	UPI000C053EB5
XP_015762705.1	UPI00077AB5C5
XP_020604311.1	UPI0009E24220
XP_028515820.1	UPI00109B8CF7
XP_029213697.1	UPI0010FCA5AE
XP_020610580.1	UPI0009E1F21B
XP_029206564.1	UPI0010FC7D32
XP_022797727.1	UPI000C045D77
XP_019868739.1	UPI00096B371F
XP_017773385.1	UPI00083C32C3
XP_028513465.1	UPI00109B7BF3
